GEO_NAME,income,Shelter-cost-to-income-ratio,tenure,fraction
New Glasgow,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,1040,0.971962617
New Glasgow,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,830,0.976470588
New Glasgow,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,770,0.974683544
New Glasgow,"$100,000 and over",Spending less than 30% of income on shelter costs,3205,0.989197531
Cape Breton,"Under $10,000",Spending less than 30% of income on shelter costs,95,0.052054795
Cape Breton,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,1280,0.288288288
Cape Breton,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,2740,0.531007752
Cape Breton,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,3600,0.734693878
Cape Breton,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,3450,0.836363636
Cape Breton,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,3335,0.911202186
Cape Breton,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,2920,0.955810147
Cape Breton,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,2485,0.95761079
Cape Breton,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,2220,0.969432314
Cape Breton,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,1775,0.969945355
Cape Breton,"$100,000 and over",Spending less than 30% of income on shelter costs,9030,0.980456026
Moncton,"Under $10,000",Spending less than 30% of income on shelter costs,315,0.148584906
Moncton,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,875,0.223214286
Moncton,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,2115,0.369432314
Moncton,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,4045,0.6472
Moncton,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,5075,0.838842975
Moncton,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,4770,0.902554399
Moncton,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,4665,0.944331984
Moncton,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,4415,0.97246696
Moncton,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,3945,0.980124224
Moncton,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,3190,0.984567901
Moncton,"$100,000 and over",Spending less than 30% of income on shelter costs,15575,0.99393746
Saint John,"Under $10,000",Spending less than 30% of income on shelter costs,275,0.129716981
Saint John,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,1025,0.272244356
Saint John,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,2470,0.497983871
Saint John,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,3795,0.736893204
Saint John,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,3905,0.835294118
Saint John,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,3740,0.891537545
Saint John,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,3535,0.940159574
Saint John,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,3375,0.964285714
Saint John,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,3000,0.983606557
Saint John,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,2710,0.989051095
Saint John,"$100,000 and over",Spending less than 30% of income on shelter costs,14845,0.993308799
Fredericton,"Under $10,000",Spending less than 30% of income on shelter costs,155,0.094224924
Fredericton,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,685,0.262452107
Fredericton,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,1425,0.401408451
Fredericton,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,2550,0.646387833
Fredericton,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,3000,0.779220779
Fredericton,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,3125,0.89031339
Fredericton,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,3130,0.930163447
Fredericton,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,2910,0.965174129
Fredericton,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,2605,0.973831776
Fredericton,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,2355,0.983298539
Fredericton,"$100,000 and over",Spending less than 30% of income on shelter costs,12105,0.992213115
Bathurst,"Under $10,000",Spending less than 30% of income on shelter costs,100,0.142857143
Bathurst,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,575,0.44921875
Bathurst,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,965,0.634868421
Bathurst,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,1415,0.83480826
Bathurst,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,1250,0.92936803
Bathurst,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,1150,0.966386555
Bathurst,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,990,0.965853659
Bathurst,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,840,0.96
Bathurst,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,760,0.980645161
Bathurst,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,630,0.992125984
Bathurst,"$100,000 and over",Spending less than 30% of income on shelter costs,2900,0.989761092
Miramichi,"Under $10,000",Spending less than 30% of income on shelter costs,40,0.105263158
Miramichi,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,365,0.347619048
Miramichi,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,790,0.619607843
Miramichi,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,940,0.75502008
Miramichi,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,1000,0.873362445
Miramichi,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,1050,0.950226244
Miramichi,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,805,0.958333333
Miramichi,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,900,0.967741935
Miramichi,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,685,0.985611511
Miramichi,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,610,0.960629921
Miramichi,"$100,000 and over",Spending less than 30% of income on shelter costs,2580,0.980988593
Campbellton,"Under $10,000",Spending less than 30% of income on shelter costs,40,0.088888889
Campbellton,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,285,0.349693252
Campbellton,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,580,0.630434783
Campbellton,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,750,0.837988827
Campbellton,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,585,0.847826087
Campbellton,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,535,0.914529915
Campbellton,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,420,0.943820225
Campbellton,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,460,0.92
Campbellton,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,340,0.931506849
Campbellton,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,255,0.944444444
Campbellton,"$100,000 and over",Spending less than 30% of income on shelter costs,1110,0.969432314
Campbellton (New Brunswick part),"Under $10,000",Spending less than 30% of income on shelter costs,45,0.138461538
Campbellton (New Brunswick part),"$10,000 to $19,999",Spending less than 30% of income on shelter costs,215,0.36440678
Campbellton (New Brunswick part),"$20,000 to $29,999",Spending less than 30% of income on shelter costs,500,0.680272109
Campbellton (New Brunswick part),"$30,000 to $39,999",Spending less than 30% of income on shelter costs,665,0.904761905
Campbellton (New Brunswick part),"$40,000 to $49,999",Spending less than 30% of income on shelter costs,535,0.938596491
Campbellton (New Brunswick part),"$50,000 to $59,999",Spending less than 30% of income on shelter costs,495,0.98019802
Campbellton (New Brunswick part),"$60,000 to $69,999",Spending less than 30% of income on shelter costs,375,0.986842105
Campbellton (New Brunswick part),"$70,000 to $79,999",Spending less than 30% of income on shelter costs,425,0.988372093
Campbellton (New Brunswick part),"$80,000 to $89,999",Spending less than 30% of income on shelter costs,300,1
Campbellton (New Brunswick part),"$90,000 to $99,999",Spending less than 30% of income on shelter costs,240,1
Campbellton (New Brunswick part),"$100,000 and over",Spending less than 30% of income on shelter costs,1040,0.995215311
Campbellton (Quebec part),"Under $10,000",Spending less than 30% of income on shelter costs,0,0
Campbellton (Quebec part),"$10,000 to $19,999",Spending less than 30% of income on shelter costs,75,0.333333333
Campbellton (Quebec part),"$20,000 to $29,999",Spending less than 30% of income on shelter costs,80,0.432432432
Campbellton (Quebec part),"$30,000 to $39,999",Spending less than 30% of income on shelter costs,80,0.5
Campbellton (Quebec part),"$40,000 to $49,999",Spending less than 30% of income on shelter costs,55,0.458333333
Campbellton (Quebec part),"$50,000 to $59,999",Spending less than 30% of income on shelter costs,40,0.470588235
Campbellton (Quebec part),"$60,000 to $69,999",Spending less than 30% of income on shelter costs,40,0.615384615
Campbellton (Quebec part),"$70,000 to $79,999",Spending less than 30% of income on shelter costs,35,0.5
Campbellton (Quebec part),"$80,000 to $89,999",Spending less than 30% of income on shelter costs,45,0.692307692
Campbellton (Quebec part),"$90,000 to $99,999",Spending less than 30% of income on shelter costs,20,0.8
Campbellton (Quebec part),"$100,000 and over",Spending less than 30% of income on shelter costs,70,0.7
Edmundston,"Under $10,000",Spending less than 30% of income on shelter costs,55,0.126436782
Edmundston,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,350,0.37037037
Edmundston,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,765,0.602362205
Edmundston,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,1120,0.823529412
Edmundston,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,850,0.845771144
Edmundston,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,835,0.938202247
Edmundston,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,745,0.955128205
Edmundston,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,705,0.959183673
Edmundston,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,595,0.983471074
Edmundston,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,500,1
Edmundston,"$100,000 and over",Spending less than 30% of income on shelter costs,1980,0.987531172
Matane,"Under $10,000",Spending less than 30% of income on shelter costs,25,0.111111111
Matane,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,405,0.411167513
Matane,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,765,0.692307692
Matane,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,950,0.855855856
Matane,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,925,0.92039801
Matane,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,670,0.943661972
Matane,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,580,0.966666667
Matane,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,575,1
Matane,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,460,0.989247312
Matane,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,415,0.988095238
Matane,"$100,000 and over",Spending less than 30% of income on shelter costs,1355,0.985454545
Rimouski,"Under $10,000",Spending less than 30% of income on shelter costs,55,0.090163934
Rimouski,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,800,0.33970276
Rimouski,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,1380,0.550898204
Rimouski,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,2415,0.829896907
Rimouski,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,2285,0.85261194
Rimouski,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,2075,0.922222222
Rimouski,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,1825,0.948051948
Rimouski,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,1730,0.980169972
Rimouski,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,1680,0.973913043
Rimouski,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,1175,0.987394958
Rimouski,"$100,000 and over",Spending less than 30% of income on shelter costs,5505,0.994579946
Rivière-du-Loup,"Under $10,000",Spending less than 30% of income on shelter costs,0,0
Rivière-du-Loup,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,400,0.331950207
Rivière-du-Loup,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,790,0.603053435
Rivière-du-Loup,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,1415,0.844776119
Rivière-du-Loup,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,1090,0.893442623
Rivière-du-Loup,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,1145,0.93852459
Rivière-du-Loup,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,910,0.943005181
Rivière-du-Loup,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,955,0.959798995
Rivière-du-Loup,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,805,0.987730061
Rivière-du-Loup,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,630,0.992125984
Rivière-du-Loup,"$100,000 and over",Spending less than 30% of income on shelter costs,2680,0.990757856
Baie-Comeau,"Under $10,000",Spending less than 30% of income on shelter costs,25,0.142857143
Baie-Comeau,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,320,0.372093023
Baie-Comeau,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,650,0.640394089
Baie-Comeau,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,1065,0.848605578
Baie-Comeau,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,1115,0.902834008
Baie-Comeau,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,945,0.949748744
Baie-Comeau,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,835,0.959770115
Baie-Comeau,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,870,0.972067039
Baie-Comeau,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,715,0.993055556
Baie-Comeau,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,695,0.985815603
Baie-Comeau,"$100,000 and over",Spending less than 30% of income on shelter costs,3630,0.997252747
Saguenay,"Under $10,000",Spending less than 30% of income on shelter costs,110,0.067692308
Saguenay,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,2330,0.338662791
Saguenay,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,4105,0.609050445
Saguenay,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,6015,0.7919684
Saguenay,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,6260,0.854024557
Saguenay,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,6115,0.935730681
Saguenay,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,5800,0.946938776
Saguenay,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,4760,0.972420838
Saguenay,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,4125,0.976331361
Saguenay,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,3840,0.989690722
Saguenay,"$100,000 and over",Spending less than 30% of income on shelter costs,16585,0.995797058
Alma,"Under $10,000",Spending less than 30% of income on shelter costs,35,0.134615385
Alma,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,510,0.354166667
Alma,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,945,0.645051195
Alma,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,1250,0.825082508
Alma,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,1330,0.877887789
Alma,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,1390,0.945578231
Alma,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,1050,0.95890411
Alma,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,920,0.963350785
Alma,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,880,0.988764045
Alma,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,660,0.977777778
Alma,"$100,000 and over",Spending less than 30% of income on shelter costs,3150,0.990566038
Dolbeau-Mistassini,"Under $10,000",Spending less than 30% of income on shelter costs,25,0.172413793
Dolbeau-Mistassini,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,355,0.435582822
Dolbeau-Mistassini,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,490,0.720588235
Dolbeau-Mistassini,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,780,0.876404494
Dolbeau-Mistassini,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,610,0.903703704
Dolbeau-Mistassini,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,655,0.95620438
Dolbeau-Mistassini,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,540,0.964285714
Dolbeau-Mistassini,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,535,1
Dolbeau-Mistassini,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,315,0.984375
Dolbeau-Mistassini,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,400,0.975609756
Dolbeau-Mistassini,"$100,000 and over",Spending less than 30% of income on shelter costs,1160,0.995708155
Sept-ëles,"Under $10,000",Spending less than 30% of income on shelter costs,20,0.063492063
Sept-ëles,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,280,0.294736842
Sept-ëles,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,455,0.461928934
Sept-ëles,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,860,0.757709251
Sept-ëles,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,875,0.825471698
Sept-ëles,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,905,0.887254902
Sept-ëles,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,795,0.888268156
Sept-ëles,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,640,0.888888889
Sept-ëles,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,600,0.909090909
Sept-ëles,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,545,0.923728814
Sept-ëles,"$100,000 and over",Spending less than 30% of income on shelter costs,3780,0.959390863
